,index,BOTTOM_BOX_AVG,BOTTOM_GAP_AVG,BOTTOM_GAP_V_AVG,BOTTOM_SLOPE_ALL_AVG,BOTTOM_SLOPE_B_AVG,BOTTOM_SLOPE_L_AVG,BOTTOM_SLOPE_R_AVG,BOTTOM_SLOPE_T_AVG,BOX_AVG,CENTER_BOX_AVG,CENTER_GAP_AVG,CENTER_GAP_V_AVG,CENTER_SLOPE_ALL_AVG,CENTER_SLOPE_B_AVG,CENTER_SLOPE_L_AVG,CENTER_SLOPE_R_AVG,CENTER_SLOPE_T_AVG,GAP_AVG,GAP_V_AVG,LEFT_BOX_AVG,LEFT_GAP_AVG,LEFT_GAP_V_AVG,LEFT_SLOPE_ALL_AVG,LEFT_SLOPE_B_AVG,LEFT_SLOPE_L_AVG,LEFT_SLOPE_R_AVG,LEFT_SLOPE_T_AVG,RIGHT_BOX_AVG,RIGHT_GAP_AVG,RIGHT_GAP_V_AVG,RIGHT_SLOPE_ALL_AVG,RIGHT_SLOPE_B_AVG,RIGHT_SLOPE_L_AVG,RIGHT_SLOPE_R_AVG,RIGHT_SLOPE_T_AVG,SLOPE_AVG,TOP_BOX_AVG,TOP_GAP_AVG,TOP_GAP_V_AVG,TOP_SLOPE_ALL_AVG,TOP_SLOPE_B_AVG,TOP_SLOPE_L_AVG,TOP_SLOPE_R_AVG,TOP_SLOPE_T_AVG,1_BOX_H_MI,1_GAP_H_MI,1_GAP_V_MI,1_SLP_B_MI,1_SLP_L_MI,1_SLP_R_MI,1_SLP_T_MI,2_BOX_H_MI,2_GAP_H_MI,2_GAP_V_MI,2_SLP_B_MI,2_SLP_L_MI,2_SLP_R_MI,2_SLP_T_MI,3_BOX_H_MI,3_GAP_H_MI,3_GAP_V_MI,3_SLP_B_MI,3_SLP_L_MI,3_SLP_R_MI,3_SLP_T_MI,4_BOX_H_MI,4_GAP_H_MI,4_GAP_V_MI,4_SLP_B_MI,4_SLP_L_MI,4_SLP_R_MI,4_SLP_T_MI,1_SLOPE_L,2_SLOPE_L,3_SLOPE_L,4_SLOPE_L,1_SLOPE_R,2_SLOPE_R,3_SLOPE_R,4_SLOPE_R,1_SLOPE_T,2_SLOPE_T,3_SLOPE_T,4_SLOPE_T,1_SLOPE_B,2_SLOPE_B,3_SLOPE_B,4_SLOPE_B,1_SLOPE_B,1_SLOPE_L,1_SLOPE_R,1_SLOPE_T,2_SLOPE_B,2_SLOPE_L,2_SLOPE_R,2_SLOPE_T,3_SLOPE_B,3_SLOPE_L,3_SLOPE_R,3_SLOPE_T,4_SLOPE_B,4_SLOPE_L,4_SLOPE_R,4_SLOPE_T,BOTTOM_SLOPE_ALL_AVG,BOTTOM_SLOPE_B_AVG,BOTTOM_SLOPE_L_AVG,BOTTOM_SLOPE_R_AVG,BOTTOM_SLOPE_T_AVG,CENTER_SLOPE_ALL_AVG,CENTER_SLOPE_B_AVG,CENTER_SLOPE_L_AVG,CENTER_SLOPE_R_AVG,CENTER_SLOPE_T_AVG,LEFT_SLOPE_ALL_AVG,LEFT_SLOPE_B_AVG,LEFT_SLOPE_L_AVG,LEFT_SLOPE_R_AVG,LEFT_SLOPE_T_AVG,RIGHT_SLOPE_ALL_AVG,RIGHT_SLOPE_B_AVG,RIGHT_SLOPE_L_AVG,RIGHT_SLOPE_R_AVG,RIGHT_SLOPE_T_AVG,SLOPE_AVG,TOP_SLOPE_ALL_AVG,TOP_SLOPE_B_AVG,TOP_SLOPE_L_AVG,TOP_SLOPE_R_AVG,TOP_SLOPE_T_AVG,1_GAP_H,1_GAP_H_MI,1_GAP_V,1_GAP_V_MI,2_GAP_H,2_GAP_H_MI,2_GAP_V,2_GAP_V_MI,3_GAP_H,3_GAP_H_MI,3_GAP_V,3_GAP_V_MI,4_GAP_H,4_GAP_H_MI,4_GAP_V,4_GAP_V_MI,BOTTOM_GAP_AVG,BOTTOM_GAP_V_AVG,CENTER_GAP_AVG,CENTER_GAP_V_AVG,GAP_AVG,GAP_V_AVG,LEFT_GAP_AVG,LEFT_GAP_V_AVG,RIGHT_GAP_AVG,RIGHT_GAP_V_AVG,TOP_GAP_AVG,TOP_GAP_V_AVG,1_BOX_H,1_BOX_H_MI,2_BOX_H,2_BOX_H_MI,3_BOX_H,3_BOX_H_MI,4_BOX_H,4_BOX_H_MI,BOTTOM_BOX_AVG,BOX_AVG,CENTER_BOX_AVG,LEFT_BOX_AVG,RIGHT_BOX_AVG,TOP_BOX_AVG,1_SLP_B_MI,1_SLP_L_MI,1_SLP_R_MI,1_SLP_T_MI,2_SLP_B_MI,2_SLP_L_MI,2_SLP_R_MI,2_SLP_T_MI,3_SLP_B_MI,3_SLP_L_MI,3_SLP_R_MI,3_SLP_T_MI,4_SLP_B_MI,4_SLP_L_MI,4_SLP_R_MI,4_SLP_T_MI,AMAT_POST_THK_DATA1_AVG,AMAT_POST_THK_DATA1_RAN,HEAD4_TIME,P1_TIME,P3_TIME,3SIGX,3SIGY,AVRX,AVRX+3SIGX,AVRY,AVRY+3SIGY,IROT,Q_OUT_3SIG_X,Q_OUT_3SIG_Y,Q_OUT_AVG_X,Q_OUT_AVG_Y,RSDX,RSDY,TIS3SIGX,TIS3SIGY,TISAVRX,TISAVRX+3SIGX,TISAVRY,TISAVRY+3SIGY,TISMAXX,TISMAXX_D,TISMAXY,TISMAXY_D,TISMINX,TISMINX_D,TISMINY,TISMINY_D
0,0,1969.57,623.322,636.451,293.98463816,293.98263158,296.85842105,295.085,290.0125,1879.3099959,1884.5065,730.69,755.431,302.68319079,313.65526316,311.98,315.043,310.651,633.10116842,651.59696316,2008.0861111,649.30684211,623.283,291.079875,290.3715,294.7585,288.2365,290.953,1980.9078947,603.627,640.5435,299.81211842,312.68947368,299.545,293.6485,293.3655,296.53646447,1553.4794737,558.56,602.27631579,295.1225,293.84,304.079,290.928,291.643,1981.6476,295.51791667,986.9352,313.5488,303.678,300.99,304.458,2000.6026087,960.058,314.7976,307.5,312.3084,304.9208,292.1148,1979.3856522,300.13,980.1068,291.1452,312.82904762,295.3528,298.8184,2002.062,966.3324,307.23666667,304.5084,298.9544,296.1188,294.9876,303.544,316.69045455,288.4032,299.304,298.4796,300.7752,294.1916,292.9064,300.1756,291.856,292.8244,296.444,305.12826087,305.44,291.7472,301.5944,305.12826087,303.544,298.4796,300.1756,305.44,316.69045455,300.7752,291.856,291.7472,288.4032,294.1916,292.8244,301.5944,299.304,292.9064,296.444,293.98463816,293.98263158,296.85842105,295.085,290.0125,302.68319079,313.65526316,311.98,315.043,310.651,291.079875,290.3715,294.7585,288.2365,290.953,299.81211842,312.68947368,299.545,293.6485,293.3655,296.53646447,295.1225,293.84,304.079,290.928,291.643,297.27166667,295.51791667,995.3604,986.9352,959.9448,960.058,307.1396,314.7976,290.1048,300.13,983.9692,980.1068,971.002,966.3324,308.15375,307.23666667,623.322,636.451,730.69,755.431,633.10116842,651.59696316,649.30684211,623.283,603.627,640.5435,558.56,602.27631579,1983.0295833,1981.6476,1960.7331818,2000.6026087,1988.1236,1979.3856522,1963.6288,2002.062,1969.57,1879.3099959,1884.5065,2008.0861111,1980.9078947,1553.4794737,313.5488,303.678,300.99,304.458,307.5,312.3084,304.9208,292.1148,291.1452,312.82904762,295.3528,298.8184,304.5084,298.9544,296.1188,294.9876,236.14423077,23.814,33.483055556,63.128055556,8.7497222222,8.651,8.989,0.203,8.854,0.567,9.557,0.0038,4.9929219776,5.7106876038,0.1683903978,-0.135919987,7.9917,8.1544,0.3899,0.405,0.621,1.011,0.618,1.023,0.9936721,0.373109378,0.9090307,0.2908879046,0.2827926,-0.337770122,0.2550671,-0.363075695
1,942,2016.7911111,581.69833333,607.4265,302.16585526,308.33842105,302.25,301.966,296.109,1894.8144928,1887.889,733.322,737.977,308.186625,320.852,313.8195,317.7665,317.517,615.12421404,617.9703,2012.3223529,604.432,606.687,295.3435,296.341,298.9085,290.384,295.7405,2009.55,601.43473684,575.421,310.52290278,317.05611111,313.7755,305.421,305.839,302.66232471,1547.52,554.734,562.34,297.0927405,294.25777778,313.85368421,288.979,291.2805,2010.5852,273.47541667,955.7244,318.6308,308.7452,302.9412,306.6456,2027.1166667,939.8756,278.1104,315.96583333,325.2296,307.9792,299.0348,2005.0265217,304.345,949.2404,298.5376,327.9464,299.0612,301.456,1993.5245833,951.2268,285.41333333,309.7356,313.3844,298.7176,299.6748,307.2824,317.80217391,294.5936,315.1876,301.876,306.15,298.4104,297.1768,304.9968,301.7176,297.4216,301.0528,315.81666667,315.74291667,294.6048,305.2336,315.81666667,307.2824,301.876,304.9968,315.74291667,317.80217391,306.15,301.7176,294.6048,294.5936,298.4104,297.4216,305.2336,315.1876,297.1768,301.0528,302.16585526,308.33842105,302.25,301.966,296.109,308.186625,320.852,313.8195,317.7665,317.517,295.3435,296.341,298.9085,290.384,295.7405,310.52290278,317.05611111,313.7755,305.421,305.839,302.66232471,297.0927405,294.25777778,313.85368421,288.979,291.2805,276.86666667,273.47541667,955.6048,955.7244,939.4612,939.8756,286.9192,278.1104,290.84083333,304.345,953.5236,949.2404,943.17,951.2268,275.8336,285.41333333,581.69833333,607.4265,733.322,737.977,615.12421404,617.9703,604.432,606.687,601.43473684,575.421,554.734,562.34,2003.9404,2010.5852,1973.8042857,2027.1166667,2005.6644,2005.0265217,1968.6156522,1993.5245833,2016.7911111,1894.8144928,1887.889,2012.3223529,2009.55,1547.52,318.6308,308.7452,302.9412,306.6456,315.96583333,325.2296,307.9792,299.0348,298.5376,327.9464,299.0612,301.456,309.7356,313.3844,298.7176,299.6748,238.56753846,25.089,33.505555556,63.133611111,8.7611111111,8.29,8.502,-0.746,9.036,0.625,9.127,0.0083,4.4655156997,5.542168031,0.0224084902,0.0593984884,7.6765,8.0285,0.4673,0.464,0.573,1.04,0.756,1.22,0.9504382,0.3778020945,1.2590395,0.5028527328,0.2516074,-0.321028706,0.4541611,-0.302025667
2,1884,1991.32,583.66947368,637.111,292.05289474,308.55578947,290.60578947,290.2875,278.7625,1874.5906327,1880.146,751.756,751.805,294.722625,302.712,307.1285,307.079,306.3515,617.95728363,648.77726667,2008.5361111,625.8645,617.776,288.30925,286.553,293.7315,282.478,290.4745,1977.3510526,642.46777778,615.217,300.89448684,309.813,294.25894737,300.98,298.526,293.21821798,1515.6,486.02866667,621.97733333,290.11183333,298.740625,293.92066667,276.78666667,290.999375,2000.7592,274.40791667,968.5456,291.1444,301.5264,293.5504,308.9188,1989.6768421,978.99047619,311.99142857,325.90681818,312.2547619,301.27714286,295.96727273,1978.919,286.55875,976.79708333,293.41708333,326.46434783,297.49375,297.38625,2005.8692,970.0916,282.4424,295.9224,296.9116,287.8784,297.6008,295.084,309.61631579,285.93458333,296.648,292.4388,298.04095238,292.58458333,287.0572,284.0912,297.42272727,295.07041667,296.4404,308.3556,314.90142857,290.29458333,293.4032,308.3556,295.084,292.4388,284.0912,314.90142857,309.61631579,298.04095238,297.42272727,290.29458333,285.93458333,292.58458333,295.07041667,293.4032,296.648,287.0572,296.4404,292.05289474,308.55578947,290.60578947,290.2875,278.7625,294.722625,302.712,307.1285,307.079,306.3515,288.30925,286.553,293.7315,282.478,290.4745,300.89448684,309.813,294.25894737,300.98,298.526,293.21821798,290.11183333,298.740625,293.92066667,276.78666667,290.999375,295.89869565,274.40791667,968.0524,968.5456,969.02333333,978.99047619,298.99095238,311.99142857,293.77083333,286.55875,986.9025,976.79708333,970.47166667,970.0916,304.0824,282.4424,583.66947368,637.111,751.756,751.805,617.95728363,648.77726667,625.8645,617.776,642.46777778,615.217,486.02866667,621.97733333,1983.61875,2000.7592,1956.2415789,1989.6768421,2000.3379167,1978.919,1952.8695833,2005.8692,1991.32,1874.5906327,1880.146,2008.5361111,1977.3510526,1515.6,291.1444,301.5264,293.5504,308.9188,325.90681818,312.2547619,301.27714286,295.96727273,293.41708333,326.46434783,297.49375,297.38625,295.9224,296.9116,287.8784,297.6008,230.44084615,19.386,182.91333333,109.32666667,40.7325,8.697,9.111,0.313,9.01,-0.749,9.861,0.0438,4.0296257144,4.7697053453,0.1091915511,-0.086493265,8.2974,8.2511,0.4118,0.711,0.081,0.493,-0.679,1.39,0.4913749,0.4105208605,-0.1904007,0.488647997,-0.3915423,-0.472396339,-1.1289561,-0.449907403
3,2826,1970.8752632,580.20222222,620.67789474,296.18215278,297.91611111,305.5915,297.1215,284.0995,1880.5166075,1881.018,751.211,767.539,302.46218421,317.56473684,311.063,314.371,312.5085,645.34979722,644.52258947,1999.5283333,625.16388889,665.26894737,294.67669419,294.79882353,303.78,284.55684211,295.57111111,1970.9285,724.171875,595.00210526,302.17582237,309.8065,299.75578947,296.758,302.383,299.63225229,1580.2329412,546.0,574.125,302.66440789,305.05,318.23611111,289.89888889,297.47263158,1982.9504,295.24208333,966.2044,304.3512,305.7244,302.4552,303.4868,2007.2168182,961.82826087,306.5526087,320.5547619,318.86652174,303.22434783,300.28826087,1967.817619,315.41666667,1008.6034783,307.35625,323.00695652,288.05416667,302.4125,1981.3096,991.19,274.86875,308.63958333,301.4944,293.9568,298.5476,302.3036,313.91545455,295.94833333,318.4812,302.7724,300.79913043,290.08625,293.6004,300.2352,299.17782609,298.16375,296.3672,313.67,308.27736842,299.80173913,299.95173913,313.67,302.3036,302.7724,300.2352,308.27736842,313.91545455,300.79913043,299.17782609,299.80173913,295.94833333,290.08625,298.16375,299.95173913,318.4812,293.6004,296.3672,296.18215278,297.91611111,305.5915,297.1215,284.0995,302.46218421,317.56473684,311.063,314.371,312.5085,294.67669419,294.79882353,303.78,284.55684211,295.57111111,302.17582237,309.8065,299.75578947,296.758,302.383,299.63225229,302.66440789,305.05,318.23611111,289.89888889,297.47263158,313.45304348,295.24208333,971.59708333,966.2044,967.18090909,961.82826087,311.75478261,306.5526087,306.56857143,315.41666667,1032.4278261,1008.6034783,985.40086957,991.19,287.5412,274.86875,580.20222222,620.67789474,751.211,767.539,645.34979722,644.52258947,625.16388889,665.26894737,724.171875,595.00210526,546.0,574.125,1970.9552,1982.9504,1955.567,2007.2168182,1980.70125,1967.817619,1953.8056,1981.3096,1970.8752632,1880.5166075,1881.018,1999.5283333,1970.9285,1580.2329412,304.3512,305.7244,302.4552,303.4868,320.5547619,318.86652174,303.22434783,300.28826087,307.35625,323.00695652,288.05416667,302.4125,308.63958333,301.4944,293.9568,298.5476,232.86169231,17.612,182.92222222,109.33222222,40.743888889,8.647,8.834,-1.698,10.344,0.45,9.284,0.0381,4.4758001975,5.1351658564,0.186728752,-0.013925888,7.6467,8.1786,0.3772,0.646,0.119,0.497,-0.634,1.28,0.5289007,0.4094667822,-0.0842293,0.5498454542,-0.2754249,-0.394858818,-1.1643465,-0.530271746
4,3768,2013.685,591.475,599.744,295.64075,296.196,297.64,294.1445,294.5825,1873.912675,1884.3285,755.2915,749.533,305.05153289,314.47263158,317.0065,316.092,312.7125,604.52728246,640.314,2001.8275,637.413,621.809,291.586875,288.9005,294.8155,286.888,295.7435,2017.053,587.18157895,583.399,303.6725,313.8615,307.8845,293.798,299.146,299.37765499,1452.669375,451.27533333,647.085,300.93661703,307.16466667,314.50647059,295.42470588,286.650625,2011.7372,286.566,981.2872,297.1488,303.8648,300.0596,305.9452,1990.405,986.32,293.23136364,311.5845,328.69285714,303.20363636,299.38809524,2004.7408333,284.26166667,968.856,289.0976,302.40055556,296.1612,298.5008,2003.786,955.036,275.55083333,297.7148,303.8744,294.4644,303.7664,304.3436,329.02571429,291.6948,303.416,296.5524,308.06590909,294.2868,291.6896,300.838,292.29238095,294.2596,304.5808,305.1773913,324.39380952,292.3632,296.8472,305.1773913,304.3436,296.5524,300.838,324.39380952,329.02571429,308.06590909,292.29238095,292.3632,291.6948,294.2868,294.2596,296.8472,303.416,291.6896,304.5808,295.64075,296.196,297.64,294.1445,294.5825,305.05153289,314.47263158,317.0065,316.092,312.7125,291.586875,288.9005,294.8155,286.888,295.7435,303.6725,313.8615,307.8845,293.798,299.146,299.37765499,300.93661703,307.16466667,314.50647059,295.42470588,286.650625,287.286,286.566,984.3104,981.2872,986.365,986.32,300.91272727,293.23136364,284.84791667,284.26166667,964.1372,968.856,954.5348,955.036,254.65791667,275.55083333,591.475,599.744,755.2915,749.533,604.52728246,640.314,637.413,621.809,587.18157895,583.399,451.27533333,647.085,2005.6788,2011.7372,1966.8977273,1990.405,2008.454,2004.7408333,1969.6091667,2003.786,2013.685,1873.912675,1884.3285,2001.8275,2017.053,1452.669375,297.1488,303.8648,300.0596,305.9452,311.5845,328.69285714,303.20363636,299.38809524,289.0976,302.40055556,296.1612,298.5008,297.7148,303.8744,294.4644,303.7664,232.82223077,15.537,2.1005555556,0.9497222222,2.7652777778,8.948,8.587,0.576,9.524,-1.505,10.092,0.0094,4.9321958755,5.5800995357,0.021366512,-0.174738938,8.0526,7.827,0.4533,0.597,0.025,0.478,-0.61,1.207,0.3823378,0.3574467368,-0.2052647,0.4043497146,-0.3518924,-0.376783463,-1.0822406,-0.472626185
5,4710,2038.4405882,562.61105263,589.013,298.19265132,298.81210526,303.4885,295.051,295.419,1912.5448598,1918.0995,717.1285,721.2655,308.08092763,322.91421053,318.9395,319.266,317.02,604.61371053,608.8052,2027.8010526,611.898,602.673,288.32525,284.43,293.2045,283.4675,292.199,2021.2994737,569.761,562.061,294.14312792,288.78222222,301.32578947,291.0665,295.398,295.92986769,1557.0836842,561.67,569.0135,290.90738158,290.424,295.72052632,284.6155,292.8695,2024.9584,258.8912,953.3412,298.972,303.3584,299.288,303.3116,2035.7548,952.2448,267.3416,309.80772727,315.4904,298.7248,301.2672,2018.0009091,262.2196,946.6196,288.926,339.58590909,292.6608,297.02,2023.3524,943.7672,281.8612,297.6068,301.9636,289.6676,301.2308,301.8248,316.33434783,291.4464,301.9624,298.4824,298.1672,291.7996,290.324,300.8412,299.732,291.4672,302.284,303.22125,301.27727273,287.9196,296.1824,303.22125,301.8248,298.4824,300.8412,301.27727273,316.33434783,298.1672,299.732,287.9196,291.4464,291.7996,291.4672,296.1824,301.9624,290.324,302.284,298.19265132,298.81210526,303.4885,295.051,295.419,308.08092763,322.91421053,318.9395,319.266,317.02,288.32525,284.43,293.2045,283.4675,292.199,294.14312792,288.78222222,301.32578947,291.0665,295.398,295.92986769,290.90738158,290.424,295.72052632,284.6155,292.8695,264.1616,258.8912,953.49,953.3412,955.6908,952.2448,271.3516,267.3416,265.3596,262.2196,946.0392,946.6196,948.68583333,943.7672,264.34,281.8612,562.61105263,589.013,717.1285,721.2655,604.61371053,608.8052,611.898,602.673,569.761,562.061,561.67,569.0135,2018.7636,2024.9584,1985.365,2035.7548,2022.224,2018.0009091,2000.8468182,2023.3524,2038.4405882,1912.5448598,1918.0995,2027.8010526,2021.2994737,1557.0836842,298.972,303.3584,299.288,303.3116,309.80772727,315.4904,298.7248,301.2672,288.926,339.58590909,292.6608,297.02,297.6068,301.9636,289.6676,301.2308,238.23784615,14.828,2.1094444444,0.9552777778,2.7766666667,8.608,9.452,1.398,10.006,-0.117,9.569,0.0201,5.1803890893,5.7650845588,0.2177337301,-0.040827259,7.8018,8.4649,0.4097,0.518,0.118,0.528,-0.476,0.994,0.5211123,0.4032723904,-0.0976777,0.3780533425,-0.1897529,-0.30759281,-0.9236913,-0.447960258
6,5652,1972.3157895,635.78157895,648.4595,300.4803655,308.17777778,302.15631579,299.52578947,292.06157895,1857.5275789,1849.566,778.2605,775.79842105,303.96209211,311.0575,313.2035,314.3545,310.8855,663.44344737,671.12825263,1981.044,627.8895,641.3965,301.822625,299.0585,300.823,308.4185,298.9905,1931.65,675.77315789,678.53263158,308.53148684,323.758,297.20736842,315.099,298.06157895,303.11058889,1553.0621053,599.5125,611.45421053,300.756375,299.8175,302.5565,298.4225,302.229,1957.9852,317.0908,993.4008,309.6524,303.7932,315.6916,309.3024,1978.7316667,983.51708333,365.9516,316.59,317.09875,309.6,299.73208333,1934.915,330.534,997.0036,296.4728,318.43913043,301.0928,310.7696,1967.7720833,982.2612,335.1532,305.0836,297.664,309.714,304.6968,302.672,320.24521739,290.7884,300.6968,313.7344,306.7,298.608,309.9008,298.87125,298.66125,300.1148,304.4316,317.70458333,317.77625,295.9528,302.8268,317.70458333,302.672,313.7344,298.87125,317.77625,320.24521739,306.7,298.66125,295.9528,290.7884,298.608,300.1148,302.8268,300.6968,309.9008,304.4316,300.4803655,308.17777778,302.15631579,299.52578947,292.06157895,303.96209211,311.0575,313.2035,314.3545,310.8855,301.822625,299.0585,300.823,308.4185,298.9905,308.53148684,323.758,297.20736842,315.099,298.06157895,303.11058889,300.756375,299.8175,302.5565,298.4225,302.229,329.39125,317.0908,993.3632,993.4008,991.8125,983.51708333,335.0368,365.9516,333.632,330.534,996.6888,997.0036,999.324,982.2612,314.53727273,335.1532,635.78157895,648.4595,778.2605,775.79842105,663.44344737,671.12825263,627.8895,641.3965,675.77315789,678.53263158,599.5125,611.45421053,1953.7368,1957.9852,1942.3726087,1978.7316667,1957.3404,1934.915,1946.5328,1967.7720833,1972.3157895,1857.5275789,1849.566,1981.044,1931.65,1553.0621053,309.6524,303.7932,315.6916,309.3024,316.59,317.09875,309.6,299.73208333,296.4728,318.43913043,301.0928,310.7696,305.0836,297.664,309.714,304.6968,232.50153846,30.324,61.955833333,79.213055556,42.850833333,8.32,8.12,-0.642,8.963,0.601,8.722,0.0026,4.7120366181,5.5054470062,0.0933019138,-0.052994015,7.3097,7.2763,0.4186,0.448,0.61,1.029,0.41,0.858,1.0886451,0.4787561851,0.7666183,0.356821179,0.3572117,-0.252677215,0.0843138,-0.325483321
7,6594,1939.8735,636.504,640.042,296.77697222,308.1865,296.61888889,290.0135,292.289,1848.7071684,1839.052,790.9115,752.213,299.057,306.723,307.2025,300.481,301.6215,659.7651,657.3166,1969.1535,655.212,669.817,296.338375,296.8195,297.24,295.06,296.234,1944.6057895,634.11,622.7955,306.7265,316.039,309.424,299.5485,301.8945,300.01174444,1550.8510526,582.088,601.7155,301.159875,297.5425,317.215,295.6825,294.1995,1955.6532,321.0472,1002.5244,310.7352,305.774,306.8188,303.316,1979.6004,988.8572,333.3656,316.5208,309.9672,305.87,298.8148,1943.0534783,340.79541667,1004.2836,294.0164,332.0,296.49833333,288.368,1960.134,1005.3784,332.9872,297.7708,307.822,295.9316,298.78,303.8128,313.74375,308.0628,297.25125,294.7048,303.7876,288.3632,297.7728,297.8252,297.422,294.6364,299.1072,311.0796,316.2192,293.0608,299.8888,311.0796,303.8128,294.7048,297.8252,316.2192,313.74375,303.7876,297.422,293.0608,308.0628,288.3632,294.6364,299.8888,297.25125,297.7728,299.1072,296.77697222,308.1865,296.61888889,290.0135,292.289,299.057,306.723,307.2025,300.481,301.6215,296.338375,296.8195,297.24,295.06,296.234,306.7265,316.039,309.424,299.5485,301.8945,300.01174444,301.159875,297.5425,317.215,295.6825,294.1995,326.0324,321.0472,1002.358,1002.5244,988.7436,988.8572,320.0668,333.3656,319.1804,340.79541667,1013.6788,1004.2836,1005.104,1005.3784,293.1628,332.9872,636.504,640.042,790.9115,752.213,659.7651,657.3166,655.212,669.817,634.11,622.7955,582.088,601.7155,1938.858,1955.6532,1938.16125,1979.6004,1955.0958333,1943.0534783,1930.8133333,1960.134,1939.8735,1848.7071684,1839.052,1969.1535,1944.6057895,1550.8510526,310.7352,305.774,306.8188,303.316,316.5208,309.9672,305.87,298.8148,294.0164,332.0,296.49833333,288.368,297.7708,307.822,295.9316,298.78,232.05992308,23.606,61.964722222,79.218611111,42.862222222,7.913,8.488,-0.624,8.537,0.483,8.971,-0.0106,4.7093620932,5.4292068052,0.2032224901,0.0112404506,7.5515,7.8052,0.4118,0.477,0.556,0.968,0.483,0.96,0.867514,0.3110848637,0.845264,0.3625131472,0.2714525,-0.284976636,0.1098205,-0.372930353
8,7536,2015.9566667,589.134,602.545,295.65311184,294.68894737,304.358,291.8645,291.701,1898.2256667,1921.715,710.678,734.352,309.33810526,331.03842105,322.7485,320.044,318.441,619.82692632,621.25380643,2021.3088889,639.84894737,593.72842105,296.17921053,301.262,306.75105263,286.13578947,290.568,1985.94,598.66,606.7875,295.79238235,291.76352941,300.322,294.0335,297.0505,297.94573305,1546.2077778,560.81368421,568.85611111,292.76585526,291.81333333,292.60166667,285.82947368,300.81894737,2014.842,280.21791667,976.1748,295.57,304.7628,300.066,304.1944,2006.5708696,966.06333333,292.75541667,313.68565217,313.85,300.30166667,299.50208333,2015.8381818,269.99625,967.97521739,298.0928,320.729,293.87458333,295.03333333,2017.032,964.6816,267.4452,299.5896,303.3012,290.0372,301.024,304.3484,326.94826087,291.49708333,300.7688,300.7012,299.16166667,292.40125,290.8456,299.8788,300.23958333,295.3608,303.3612,311.39909091,302.43380952,299.242,297.7496,311.39909091,304.3484,300.7012,299.8788,302.43380952,326.94826087,299.16166667,300.23958333,299.242,291.49708333,292.40125,295.3608,297.7496,300.7688,290.8456,303.3612,295.65311184,294.68894737,304.358,291.8645,291.701,309.33810526,331.03842105,322.7485,320.044,318.441,296.17921053,301.262,306.75105263,286.13578947,290.568,295.79238235,291.76352941,300.322,294.0335,297.0505,297.94573305,292.76585526,291.81333333,292.60166667,285.82947368,300.81894737,277.664,280.21791667,983.9668,976.1748,969.27625,966.06333333,279.48125,292.75541667,280.34875,269.99625,968.56782609,967.97521739,953.9772,964.6816,272.4064,267.4452,589.134,602.545,710.678,734.352,619.82692632,621.25380643,639.84894737,593.72842105,598.66,606.7875,560.81368421,568.85611111,2009.8836,2014.842,1977.1804545,2006.5708696,2011.86625,2015.8381818,1982.5782609,2017.032,2015.9566667,1898.2256667,1921.715,2021.3088889,1985.94,1546.2077778,295.57,304.7628,300.066,304.1944,313.68565217,313.85,300.30166667,299.50208333,298.0928,320.729,293.87458333,295.03333333,299.5896,303.3012,290.0372,301.024,235.03369231,18.826,37.053333333,20.913055556,44.828055556,8.772,8.942,-0.841,9.613,0.716,9.657,0.0033,4.5711282466,5.186885986,0.0301523175,-0.072062885,8.1409,8.4663,0.3729,0.681,0.156,0.529,-0.632,1.313,0.4149074,0.258487474,-0.0240655,0.6076428904,-0.1791324,-0.335552326,-1.0645454,-0.43283701
